input_image,output_image,mse,psnr,ssim,lpips,timestamp
examples/1/et-input.jpeg,examples/1/et-output-bad.png,5517.575999305555,10.713320370040018,0.4824768261669557,0.5595373511314392,2025-09-19 15:53:12
examples/1/et-input.jpeg,examples/1/et-output-good.png,1935.7601555555555,15.262288144923728,0.5960913364249515,0.3326035737991333,2025-09-19 15:53:12
examples/1/et-input.jpeg,examples/1/et-resized.png,13.472576157407408,36.83629713625024,0.9773298416516647,0.020873049274086952,2025-09-19 15:53:12
examples/2/tree-input.webp,examples/2/tree-output-good.png,3612.1032883507396,12.553202003672473,0.34322783279716407,0.7105684280395508,2025-09-19 15:53:12
examples/2/tree-input.webp,examples/2/tree-output-okay.png,7236.317957533867,9.535627197380837,0.3003366759469465,0.6815652847290039,2025-09-19 15:53:13
examples/2/tree-input.webp,examples/2/tree-resized.png,5785.676599690333,10.50726206511915,0.17237456339371152,0.740393877029419,2025-09-19 15:53:13
examples/3/twistedmetal-input.png,examples/3/bad-output.png,5525.020168989519,10.707464931234561,0.4917649524099783,0.47791561484336853,2025-09-19 15:53:14
examples/3/twistedmetal-input.png,examples/3/good-output-1.png,3427.2668437741127,12.781324413615875,0.5139971257303311,0.3845783770084381,2025-09-19 15:53:16
examples/3/twistedmetal-input.png,examples/3/good-output-2.png,4173.852549471129,11.925432582760296,0.6457619210360526,0.37550562620162964,2025-09-19 15:53:17
